"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
10536,"Kari Alvarez","kari25@adventure-works.com","1 (11) 500 555-0169","4644.07000"
13205,"Edwin Nara","edwin39@adventure-works.com","1 (11) 500 555-0112","4644.07000"
8901,"Cassie Andersen","cassie11@adventure-works.com","1 (11) 500 555-0145","4644.07000"
16939,"Carl Xie","carl3@adventure-works.com","1 (11) 500 555-0116","4644.06750"
15286,"Seth Sanchez","seth88@adventure-works.com","1 (11) 500 555-0152","4644.06750"
11605,"Anna Martinez","anna55@adventure-works.com","1 (11) 500 555-0148","4639.05040"
2844,"Warren Andersen","warren2@adventure-works.com","1 (11) 500 555-0181","4634.53000"
6133,"Latasha Munoz","latasha7@adventure-works.com","1 (11) 500 555-0118","4633.06000"
14883,"Lance Ortega","lance22@adventure-works.com","1 (11) 500 555-0123","4630.06180"
14807,"Devin Cox","devin78@adventure-works.com","279-555-0143","4625.07000"
3519,"Jessica Patterson","jessica35@adventure-works.com","1 (11) 500 555-0117","4624.06750"
13340,"Julian Flores","julian14@adventure-works.com","494-555-0138","4616.33000"
7199,"Meagan Madan","meagan8@adventure-works.com","1 (11) 500 555-0112","4577.03000"
12143,"Taylor Taylor","taylor56@adventure-works.com","187-555-0152","4576.03000"
14467,"Lawrence Sanz","lawrence19@adventure-works.com","1 (11) 500 555-0161","4559.06040"
12446,"Jon Chander","jon12@adventure-works.com","1 (11) 500 555-0170","4213.05000"
6041,"Audrey Blanco","audrey17@adventure-works.com","1 (11) 500 555-0113","4198.05180"
14359,"Anne Hernandez","anne4@adventure-works.com","1 (11) 500 555-0119","4108.78000"
3392,"Mayra Prasad","mayra9@adventure-works.com","1 (11) 500 555-0116","4028.82000"
17017,"Ricardo Raje","ricardo14@adventure-works.com","1 (11) 500 555-0170","4016.96000"
13435,"Colin Wu","colin7@adventure-works.com","1 (11) 500 555-0133","3960.98750"
6162,"Latasha Rubio","latasha21@adventure-works.com","1 (11) 500 555-0178","3772.42000"
14749,"Ian Richardson","ian76@adventure-works.com","1 (11) 500 555-0119","3684.82000"
5863,"Claudia Zhou","claudia7@adventure-works.com","1 (11) 500 555-0116","3655.64000"
17299,"Alan Chen","alan6@adventure-works.com","1 (11) 500 555-0143","3652.81000"
18116,"Wesley Liang","wesley16@adventure-works.com","1 (11) 500 555-0143","3643.78180"
2481,"Erica Ye","erica9@adventure-works.com","1 (11) 500 555-0175","3624.83040"
2526,"Shannon Liu","shannon4@adventure-works.com","1 (11) 500 555-0119","3623.30000"
18238,"Curtis Wang","curtis2@adventure-works.com","1 (11) 500 555-0117","3606.85040"
20525,"April She","april0@adventure-works.com","1 (11) 500 555-0163","3599.33250"
4043,"Stanley Raman","stanley13@adventure-works.com","1 (11) 500 555-0129","3596.81180"
4798,"Bianca Gao","bianca11@adventure-works.com","1 (11) 500 555-0181","3595.32180"
17056,"Johnny Shan","johnny11@adventure-works.com","1 (11) 500 555-0145","3589.31000"
13712,"Robin Alvarez","robin2@adventure-works.com","1 (11) 500 555-0198","3586.30000"
6510,"Ethan Bryant","ethan14@adventure-works.com","1 (11) 500 555-0166","3577.10000"
14302,"Carol Saunders","carol22@adventure-works.com","1 (11) 500 555-0156","3575.82750"
3231,"Maria Murphy","maria8@adventure-works.com","459-555-0122","3573.29000"
9118,"Wayne Shan","wayne12@adventure-works.com","1 (11) 500 555-0126","3569.82180"
13564,"Jon He","jon39@adventure-works.com","1 (11) 500 555-0153","3567.55040"
19867,"Carol Xu","carol24@adventure-works.com","1 (11) 500 555-0150","3567.34000"
15017,"Renee Dominguez","renee12@adventure-works.com","1 (11) 500 555-0169","3561.84180"
13821,"Linda Dominguez","linda28@adventure-works.com","1 (11) 500 555-0140","3561.31000"
8932,"Ashlee Shen","ashlee9@adventure-works.com","1 (11) 500 555-0155","3560.81750"
3126,"Evelyn Gonzalez","evelyn19@adventure-works.com","1 (11) 500 555-0159","3554.84040"
15328,"Jillian Fernandez","jillian16@adventure-works.com","1 (11) 500 555-0165","3550.82040"
19687,"Kristina Kapoor","kristina1@adventure-works.com","1 (11) 500 555-0140","3550.82000"
5133,"Karl Kumar","karl8@adventure-works.com","1 (11) 500 555-0170","3549.81180"
6135,"Latasha Romero","latasha9@adventure-works.com","1 (11) 500 555-0152","3545.80040"
6783,"Tyrone Hernandez","tyrone3@adventure-works.com","1 (11) 500 555-0181","3541.87040"
15247,"Jesse Sanchez","jesse18@adventure-works.com","1 (11) 500 555-0127","3541.53180"
10294,"Jay Gonzalez","jay25@adventure-works.com","1 (11) 500 555-0116","3540.83180"
7991,"Emmanuel Lopez","emmanuel15@adventure-works.com","1 (11) 500 555-0167","3539.84180"
4449,"Xavier Edwards","xavier41@adventure-works.com","1 (11) 500 555-0141","3539.83750"
18395,"JÃ©sus Serrano","jÃ©sus15@adventure-works.com","1 (11) 500 555-0170","3539.83180"
19112,"Megan Ramirez","megan44@adventure-works.com","1 (11) 500 555-0192","3538.84000"
16055,"Andre Arun","andre6@adventure-works.com","1 (11) 500 555-0114","3538.80180"
19531,"Brett Sanchez","brett20@adventure-works.com","1 (11) 500 555-0122","3535.81180"
18419,"Larry Alvarez","larry6@adventure-works.com","1 (11) 500 555-0157","3535.81040"
11610,"Barbara Andersen","barbara43@adventure-works.com","1 (11) 500 555-0160","3534.85000"
13790,"Monique Suarez","monique15@adventure-works.com","1 (11) 500 555-0127","3533.83000"
13801,"Linda Alvarez","linda19@adventure-works.com","1 (11) 500 555-0112","3532.55040"
12346,"Madison Clark","madison20@adventure-works.com","1 (11) 500 555-0114","3525.85180"
15944,"Manuel Lopez","manuel15@adventure-works.com","1 (11) 500 555-0146","3525.85040"
13800,"Briana Sandoval","briana17@adventure-works.com","1 (11) 500 555-0127","3525.33250"
8578,"Franklin Raji","franklin38@adventure-works.com","1 (11) 500 555-0180","3524.82000"
15053,"Gina Romero","gina9@adventure-works.com","1 (11) 500 555-0151","3521.83040"
5666,"Glenn Zhang","glenn1@adventure-works.com","1 (11) 500 555-0152","3521.32180"
2538,"Shannon Sun","shannon12@adventure-works.com","1 (11) 500 555-0147","3518.82000"
18884,"Whitney KovÃ¡r","whitney4@adventure-works.com","1 (11) 500 555-0164","3518.16180"
15948,"Manuel Perez","manuel19@adventure-works.com","1 (11) 500 555-0149","3515.83000"
3934,"Abigail Richardson","abigail14@adventure-works.com","1 (11) 500 555-0149","3514.84040"
10852,"Bruce Ashe","bruce27@adventure-works.com","1 (11) 500 555-0191","3514.83180"
2546,"Shannon Hu","shannon19@adventure-works.com","1 (11) 500 555-0170","3514.83180"
19540,"Monica Malhotra","monica5@adventure-works.com","1 (11) 500 555-0186","3514.82750"
13832,"Linda Carlson","linda33@adventure-works.com","1 (11) 500 555-0140","3513.83180"
9684,"Ebony Munoz","ebony30@adventure-works.com","1 (11) 500 555-0113","3513.83040"
4852,"Charles Taylor","charles12@adventure-works.com","1 (11) 500 555-0175","3513.82000"
20772,"Crystal Liang","crystal17@adventure-works.com","1 (11) 500 555-0120","3513.81000"
16632,"Nathan Hill","nathan42@adventure-works.com","1 (11) 500 555-0123","3512.86040"
13050,"Hannah Butler","hannah36@adventure-works.com","1 (11) 500 555-0136","3511.81040"
7472,"Dominique Malhotra","dominique4@adventure-works.com","1 (11) 500 555-0140","3509.84180"
17077,"Johnny Anand","johnny23@adventure-works.com","1 (11) 500 555-0132","3508.83040"
13300,"Roger Sharma","roger37@adventure-works.com","1 (11) 500 555-0174","3502.83180"
18711,"Jacob Lee","jacob18@adventure-works.com","1 (11) 500 555-0134","3500.85180"
13169,"Edwin Zheng","edwin20@adventure-works.com","1 (11) 500 555-0140","3499.85180"
11940,"Alisha Chen","alisha2@adventure-works.com","1 (11) 500 555-0122","3499.85180"
1722,"Mandar Samant","mandar2@adventure-works.com","129-555-0100","3499.85040"
14839,"Lance Gomez","lance1@adventure-works.com","1 (11) 500 555-0143","3496.83180"
9897,"Mary Nelson","mary22@adventure-works.com","1 (11) 500 555-0172","3496.83180"
5906,"Autumn Wang","autumn1@adventure-works.com","1 (11) 500 555-0134","3496.83040"
12473,"Sarah Anderson","sarah12@adventure-works.com","1 (11) 500 555-0189","3485.32180"
6214,"Daisy Carlson","daisy13@adventure-works.com","1 (11) 500 555-0194","3484.84750"
20118,"Shannon Torres","shannon33@adventure-works.com","1 (11) 500 555-0180","3484.84180"
9435,"Jaime Shen","jaime26@adventure-works.com","1 (11) 500 555-0113","3480.85000"
9227,"Sara Morgan","sara24@adventure-works.com","1 (11) 500 555-0199","3474.85180"
8648,"Brooke Ward","brooke11@adventure-works.com","1 (11) 500 555-0180","3474.85040"
18681,"Diana Rubio","diana20@adventure-works.com","1 (11) 500 555-0116","3474.85000"
15023,"Renee Ramos","renee15@adventure-works.com","1 (11) 500 555-0115","3461.31750"
19655,"Patricia Chapman","patricia7@adventure-works.com","1 (11) 500 555-0114","3457.12000"
4439,"Nina Lal","nina9@adventure-works.com","1 (11) 500 555-0145","3455.85180"
15676,"Marc Martin","marc3@adventure-works.com","1 (11) 500 555-0183","3209.62000"
5526,"Jessie Zhao","jessie16@adventure-works.com","1 (11) 500 555-0184","3178.01000"
13085,"Madison Patterson","madison46@adventure-works.com","1 (11) 500 555-0114","3155.30250"
10495,"Kari Prasad","kari10@adventure-works.com","1 (11) 500 555-0193","3148.35250"
16240,"Denise Stone","denise10@adventure-works.com","1 (11) 500 555-0169","3130.30000"
18724,"Erika Suarez","erika16@adventure-works.com","1 (11) 500 555-0160","3129.03180"
2857,"Harold Sai","harold3@adventure-works.com","1 (11) 500 555-0131","3121.83000"
6502,"Ethan Butler","ethan10@adventure-works.com","1 (11) 500 555-0184","3121.82250"
3950,"Abigail Price","abigail25@adventure-works.com","532-555-0117","3109.31000"
14997,"Alex Bell","alex18@adventure-works.com","582-555-0181","3109.03000"
13513,"Jeremy Powell","jeremy26@adventure-works.com","1 (11) 500 555-0183","3098.36000"
18237,"Curtis Zimmerman","curtis1@adventure-works.com","1 (11) 500 555-0145","3098.33000"
18143,"David Rodriguez","david83@adventure-works.com","730-555-0128","3097.02000"
5138,"Karl Lal","karl9@adventure-works.com","1 (11) 500 555-0112","3093.34040"
13484,"Colin Tang","colin27@adventure-works.com","1 (11) 500 555-0138","3090.33040"
9023,"Michele Gill","michele47@adventure-works.com","1 (11) 500 555-0165","3090.31250"
20497,"Dwayne Navarro","dwayne9@adventure-works.com","1 (11) 500 555-0163","3089.32040"
10911,"Arthur Prasad","arthur11@adventure-works.com","1 (11) 500 555-0113","3084.38180"
12306,"Colleen Xie","colleen27@adventure-works.com","1 (11) 500 555-0175","3084.30040"
12846,"Trevor Bryant","trevor18@adventure-works.com","853-555-0174","3083.34000"
5468,"Luis Wang","luis24@adventure-works.com","418-555-0127","3079.33000"
12537,"Alejandro Kumar","alejandro34@adventure-works.com","1 (11) 500 555-0133","3075.33180"
9475,"Jaime Nath","jaime41@adventure-works.com","1 (11) 500 555-0137","3075.33000"
13146,"Edwin Zhao","edwin11@adventure-works.com","1 (11) 500 555-0135","3075.33000"
18971,"Veronica Chandra","veronica2@adventure-works.com","1 (11) 500 555-0193","3074.33180"
16623,"Jonathan Hill","jonathan43@adventure-works.com","134-555-0196","3073.31000"
5022,"Eduardo Martin","eduardo13@adventure-works.com","342-555-0195","3073.30000"
18809,"Meghan Vazquez","meghan14@adventure-works.com","1 (11) 500 555-0165","3072.33000"
7742,"Jacqueline Powell","jacqueline9@adventure-works.com","796-555-0111","3070.04000"
5940,"Nathan Jenkins","nathan2@adventure-works.com","1 (11) 500 555-0123","3069.79180"
18590,"Janelle Sanchez","janelle17@adventure-works.com","1 (11) 500 555-0145","3069.37180"
3582,"Taylor Barnes","taylor28@adventure-works.com","1 (11) 500 555-0147","3068.34180"
7645,"Regina Vance","regina3@adventure-works.com","1 (11) 500 555-0119","3068.33000"
6697,"Eddie Vazquez","eddie15@adventure-works.com","1 (11) 500 555-0137","3067.34180"
9533,"Raul Rai","raul15@adventure-works.com","1 (11) 500 555-0115","3067.34040"
11036,"Joe Martin","joe24@adventure-works.com","1 (11) 500 555-0118","3067.34040"
14416,"Lee Vazquez","lee13@adventure-works.com","1 (11) 500 555-0186","3067.34000"
4281,"Lucas Phillips","lucas7@adventure-works.com","863-555-0172","3066.34000"
10123,"Marie Ramos","marie41@adventure-works.com","1 (11) 500 555-0126","3066.33180"
17050,"Johnny Lal","johnny9@adventure-works.com","1 (11) 500 555-0148","3063.34040"
17938,"David Thomas","david69@adventure-works.com","278-555-0197","3058.82000"
13574,"Jon Zeng","jon42@adventure-works.com","1 (11) 500 555-0166","3058.35040"
13048,"Louis Gao","louis9@adventure-works.com","1 (11) 500 555-0117","3056.33180"
17378,"Krystal Liang","krystal17@adventure-works.com","1 (11) 500 555-0137","3056.32040"
19879,"Jasmine Diaz","jasmine61@adventure-works.com","253-555-0162","3056.32000"
19696,"Kristina Arun","kristina7@adventure-works.com","1 (11) 500 555-0186","3049.33000"
11092,"Roy Patel","roy3@adventure-works.com","1 (11) 500 555-0139","3049.33000"
2414,"Isabella Gray","isabella5@adventure-works.com","438-555-0150","3048.81000"
18092,"Wesley Yang","wesley5@adventure-works.com","1 (11) 500 555-0188","3048.34040"
9036,"Michele Suarez","michele53@adventure-works.com","1 (11) 500 555-0147","3045.31180"
7501,"Dominique Lopez","dominique14@adventure-works.com","1 (11) 500 555-0153","3044.37000"
17897,"Hunter Davis","hunter64@adventure-works.com","612-555-0141","3044.31000"
16182,"Tina Chandra","tina4@adventure-works.com","1 (11) 500 555-0115","3042.34040"
1732,"Vadim Sazanovich","vadim0@adventure-works.com","958-555-0100","3042.33000"
9531,"Melanie Sanchez","melanie47@adventure-works.com","1 (11) 500 555-0118","3042.33000"
16520,"Kelsey Chande","kelsey14@adventure-works.com","1 (11) 500 555-0179","3042.33000"
7394,"Clarence Rai","clarence32@adventure-works.com","1 (11) 500 555-0137","3041.33000"
10445,"Maria Hernandez","maria59@adventure-works.com","1 (11) 500 555-0151","3038.34000"
15246,"Heidi Vance","heidi6@adventure-works.com","1 (11) 500 555-0170","3036.34000"
9330,"Brendan Xu","brendan4@adventure-works.com","1 (11) 500 555-0140","3035.05000"
14900,"Albert Moreno","albert9@adventure-works.com","1 (11) 500 555-0171","3034.33180"
7207,"Meagan Raman","meagan12@adventure-works.com","1 (11) 500 555-0151","3029.39040"
6625,"Justin Alexander","justin16@adventure-works.com","1 (11) 500 555-0121","3028.35040"
2626,"Heather Zhang","heather0@adventure-works.com","302-555-0184","3028.35000"
6513,"Steve Wu","steve10@adventure-works.com","1 (11) 500 555-0198","3027.35000"
18211,"Christian Garcia","christian52@adventure-works.com","172-555-0164","3027.34000"
6290,"Kristine Hernandez","kristine5@adventure-works.com","1 (11) 500 555-0140","3021.33180"
11034,"Joe Perez","joe23@adventure-works.com","1 (11) 500 555-0189","3019.31040"
7672,"Angela Butler","angela17@adventure-works.com","579-555-0195","3016.32000"
7170,"Brittany Price","brittany0@adventure-works.com","1 (11) 500 555-0110","3012.34180"
7391,"Riley Hayes","riley19@adventure-works.com","1 (11) 500 555-0110","3008.35000"
17950,"Abby Raman","abby9@adventure-works.com","1 (11) 500 555-0189","3005.33040"
2656,"Tiffany Li","tiffany3@adventure-works.com","197-555-0118","3002.35000"
15740,"Billy Munoz","billy9@adventure-works.com","1 (11) 500 555-0127","3002.35000"
19844,"Jasmine Barnes","jasmine43@adventure-works.com","178-555-0156","3002.34000"
20747,"Crystal Li","crystal5@adventure-works.com","1 (11) 500 555-0135","3001.33180"
17277,"Bethany Shan","bethany13@adventure-works.com","1 (11) 500 555-0162","2996.33040"
10693,"Haley Hill","haley56@adventure-works.com","547-555-0187","2982.35000"
19870,"Christine Yuan","christine4@adventure-works.com","1 (11) 500 555-0113","2966.83000"
19371,"Olivia Alexander","olivia64@adventure-works.com","1 (11) 500 555-0115","2956.32180"
5454,"Eugene Huang","eugene10@adventure-works.com","1 (11) 500 555-0110","2955.92000"
15864,"Allen Garcia","allen13@adventure-works.com","1 (11) 500 555-0142","2951.40000"
5596,"Ronnie He","ronnie16@adventure-works.com","1 (11) 500 555-0148","2946.95000"
7897,"Levi Suri","levi0@adventure-works.com","1 (11) 500 555-0180","2938.47180"
12088,"Kelli Cai","kelli21@adventure-works.com","1 (11) 500 555-0145","2934.94040"
8946,"Ashlee Xu","ashlee12@adventure-works.com","1 (11) 500 555-0114","2926.95000"
6061,"Deb Torres","deb4@adventure-works.com","1 (11) 500 555-0125","2917.34180"
19376,"Victoria Stewart","victoria24@adventure-works.com","230-555-0139","2917.34000"
19235,"Victor Moreno","victor8@adventure-works.com","1 (11) 500 555-0134","2914.95000"
9062,"Maurice Lal","maurice9@adventure-works.com","1 (11) 500 555-0152","2882.48000"
11866,"Tamara Zhu","tamara3@adventure-works.com","1 (11) 500 555-0188","2871.67000"
15324,"Paula Ortega","paula23@adventure-works.com","1 (11) 500 555-0113","2870.94000"
12557,"Alejandro Nara","alejandro41@adventure-works.com","1 (11) 500 555-0110","2870.73360"
7826,"Franklin Xu","franklin11@adventure-works.com","1 (11) 500 555-0191","2866.71360"
17108,"Shaun Chapman","shaun17@adventure-works.com","1 (11) 500 555-0119","2863.97180"
7925,"Levi Rana","levi10@adventure-works.com","1 (11) 500 555-0199","2857.69000"
5261,"Nicolas Kumar","nicolas5@adventure-works.com","1 (11) 500 555-0177","2854.18180"
3255,"Ruth Suri","ruth6@adventure-works.com","1 (11) 500 555-0114","2853.95040"
15467,"Nancy Schmidt","nancy13@adventure-works.com","1 (11) 500 555-0150","2851.45040"
9339,"Brendan Kumar","brendan6@adventure-works.com","1 (11) 500 555-0119","2850.98750"
7424,"Tammy Smith","tammy9@adventure-works.com","1 (11) 500 555-0113","2849.25000"
19518,"Brett Garcia","brett14@adventure-works.com","1 (11) 500 555-0175","2842.48000"
10324,"Jay Moyer","jay36@adventure-works.com","1 (11) 500 555-0111","2839.97000"
6896,"Marvin Moreno","marvin7@adventure-works.com","1 (11) 500 555-0110","2838.97000"
18781,"Meghan Diaz","meghan2@adventure-works.com","1 (11) 500 555-0119","2837.96000"
2965,"Erick Sai","erick5@adventure-works.com","1 (11) 500 555-0161","2834.99040"
12071,"Kelli Lu","kelli12@adventure-works.com","1 (11) 500 555-0129","2828.95000"
